"StoryType";"Pag";"N";"Url";"Schema";"Www";"Dominio";"Percorso";"Frammento";"Lunghezza";"tinyurl"
2;369;1;"https://en.wikipedia.org/wiki/Administrative_geography_of_the_United_Kingdom";"https://";"";"en.wikipedia.org";"wiki/Administrative_geography_of_the_United_Kingdom";"";76;
2;370;1;"https://en.wikipedia.org/wiki/Crown_dependencies";"https://";"";"en.wikipedia.org";"wiki/Crown_dependencies";"";48;
2;371;1;"https://en.wikipedia.org/wiki/Countries_of_the_United_Kingdom";"https://";"";"en.wikipedia.org";"wiki/Countries_of_the_United_Kingdom";"";61;
2;372;1;"https://en.wikipedia.org/wiki/City_of_London";"https://";"";"en.wikipedia.org";"wiki/City_of_London";"";44;
2;373;1;"https://en.wikipedia.org/wiki/Local_government_in_Wales";"https://";"";"en.wikipedia.org";"wiki/Local_government_in_Wales";"";55;
2;374;1;"https://en.wikipedia.org/wiki/Subdivisions_of_Scotland";"https://";"";"en.wikipedia.org";"wiki/Subdivisions_of_Scotland";"";54;
2;375;1;"https://en.wikipedia.org/wiki/Local_government_in_Northern_Ireland";"https://";"";"en.wikipedia.org";"wiki/Local_government_in_Northern_Ireland";"";66;
2;376;1;"tinyurl.com/4y33etu4";"https://";"";"tinyurl.com";"4y33etu4";"";20;
2;377;1;"https://it.wikipedia.org/wiki/Bir_Tawil";"https://";"";"it.wikipedia.org";"wiki/Bir_Tawil";"";39;
2;378;1;"https://it.wikipedia.org/wiki/Triangolo_di_Hala'ib";"https://";"";"it.wikipedia.org";"wiki/Triangolo_di_Hala'ib";"";50;
2;379;1;"https://it.wikipedia.org/wiki/Isola_dei_Fagiani";"https://";"";"it.wikipedia.org";"wiki/Isola_dei_Fagiani";"";47;
2;380;1;"https://iso639-3.sil.org/code/eml";"https://";"";"iso639-3.sil.org";"code/eml";"";33;
2;381;1;"https://iso639-3.sil.org/code/egl";"https://";"";"iso639-3.sil.org";"code/egl";"";33;
2;382;1;"https://iso639-3.sil.org/code/rgn";"https://";"";"iso639-3.sil.org";"code/rgn";"";33;
2;383;1;"https://it.wikipedia.org/wiki/Scrittura_corsiva_romana";"https://";"";"it.wikipedia.org";"wiki/Scrittura_corsiva_romana";"";54;
2;384;1;"epsg.org";"";"";"epsg.org";"";"";8;
2;385;1;"https://epsg.org/search/by-name";"https://";"";"epsg.org";"search/by-name";"";31;
2;386;1;"ogc.org";"";"";"ogc.org";"";"";7;
2;387;1;"https://en.wikipedia.org/wiki/Well-known_text_representation_of_geometry";"https://";"";"en.wikipedia.org";"wiki/Well-known_text_representation_of_geometry";"";72;
2;388;1;"https://en.wikipedia.org/wiki/Geography_Markup_Language";"https://";"";"en.wikipedia.org";"wiki/Geography_Markup_Language";"";55;
2;389;1;"https://en.wikipedia.org/wiki/ECMAScript";"https://";"";"en.wikipedia.org";"wiki/ECMAScript";"";40;
2;390;1;"https://en.wikipedia.org/wiki/Markup_language";"https://";"";"en.wikipedia.org";"wiki/Markup_language";"";45;
2;391;1;"https://en.wikipedia.org/wiki/HTML";"https://";"";"en.wikipedia.org";"wiki/HTML";"";34;
2;392;1;"https://en.wikipedia.org/wiki/Media_type";"https://";"";"en.wikipedia.org";"wiki/Media_type";"";40;
2;393;1;"https://www.iana.org/assignments/media-types/media-types.xhtml";"https://";"www";"iana.org";"assignments/media-types/media-types.xhtml";"";62;
2;394;1;"https://en.wikipedia.org/wiki/Markdown";"https://";"";"en.wikipedia.org";"wiki/Markdown";"";38;
2;395;1;"https://tei-c.org/guidelines/customization/lite/";"https://";"";"tei-c.org";"guidelines/customization/lite/";"";48;
2;396;1;"https://docs.citationstyles.org/en/stable/index.html";"https://";"";"docs.citationstyles.org";"en/stable/index.html";"";52;
2;397;1;"tinyurl.com/2nmhvp5n";"https://";"";"tinyurl.com";"2nmhvp5n";"";20;
2;398;1;"https://disci.unibo.it/it/eventi/ruri-abitare-territorio-regio-romana-altomedioevo";"https://";"";"disci.unibo.it";"it/eventi/ruri-abitare-territorio-regio-romana-altomedioevo";"";82;
2;399;1;"tinyurl.com/5apud3ba";"https://";"";"tinyurl.com";"5apud3ba";"";20;
2;400;1;"https://it.wikipedia.org/wiki/Città_lineare";"https://";"";"it.wikipedia.org";"wiki/Città_lineare";"";43;
2;401;1;"https://www.treccani.it/vocabolario/lucumone";"https://";"www";"treccani.it";"vocabolario/lucumone";"";44;
2;402;1;"http://badigit.comune.bologna.it/mappe/140/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/140/library.html";"";55;
2;403;1;"http://badigit.comune.bologna.it/mappe/173/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/173/library.html";"";55;
2;404;1;"tinyurl.com/4th6c556";"https://";"";"tinyurl.com";"4th6c556";"";20;
2;405;1;"https://en.wikipedia.org/wiki/The_Death_of_Expertise";"https://";"";"en.wikipedia.org";"wiki/The_Death_of_Expertise";"";52;
2;406;1;"https://it.wikipedia.org/wiki/Sutor,_ne_ultra_crepidam!";"https://";"";"it.wikipedia.org";"wiki/Sutor,_ne_ultra_crepidam!";"";55;
2;407;1;"http://blog.terminologiaetc.it/2017/09/06/origine-significato-ultracrepidarian/";"http://";"";"blog.terminologiaetc.it";"2017/09/06/origine-significato-ultracrepidarian/";"";79;
2;408;1;"https://dizionario.org/d/?pageurl=cacozelia";"https://";"";"dizionario.org";"d/?pageurl=cacozelia";"";43;
2;409;1;"tommaseobellini.it";"";"";"tommaseobellini.it";"";"";18;
2;410;1;"http://blog.terminologiaetc.it/2017/09/29/origine-significato-cacozelia/";"http://";"";"blog.terminologiaetc.it";"2017/09/29/origine-significato-cacozelia/";"";72;
2;411;1;"tinyurl.com/bdzzvpby";"https://";"";"tinyurl.com";"bdzzvpby";"";20;
2;412;1;"tinyurl.com/49sb5akj";"https://";"";"tinyurl.com";"49sb5akj";"";20;
2;413;1;"https://books.google.it/books?id=RyVIZnPdkgAC";"https://";"";"books.google.it";"books?id=RyVIZnPdkgAC";"";45;
2;414;1;"http://badigit.comune.bologna.it/mappe/32/library.html";"http://";"";"badigit.comune.bologna.it";"mappe/32/library.html";"";54;
2;415;1;"https://it.wikipedia.org/wiki/Joan_Blaeu";"https://";"";"it.wikipedia.org";"wiki/Joan_Blaeu";"";40;
2;416;1;"https://www.storiaememoriadibologna.it/giardini-margherita-2945-luogo";"https://";"www";"storiaememoriadibologna.it";"giardini-margherita-2945-luogo";"";69;
2;417;1;"https://opendata.comune.bologna.it/explore/?sort=modified";"https://";"";"opendata.comune.bologna.it";"explore/?sort=modified";"";57;
2;418;1;"https://en.wikipedia.org/wiki/Percent-encoding";"https://";"";"en.wikipedia.org";"wiki/Percent-encoding";"";46;
2;419;1;"urlencoder.io";"";"";"urlencoder.io";"";"";13;
2;420;1;"https://it.wikipedia.org/wiki/Abbreviazione_degli_URL";"https://";"";"it.wikipedia.org";"wiki/Abbreviazione_degli_URL";"";53;
2;421;1;"tinyurl.com/y5b4crsb";"https://";"";"tinyurl.com";"y5b4crsb";"";20;
2;422;1;"tinyurl.com";"";"";"tinyurl.com";"";"";11;
2;423;1;"https://preview.tinyurl.com/49hxdaxu";"https://";"";"preview.tinyurl.com";"49hxdaxu";"";36;
2;424;1;"expandmyurl.com";"";"";"expandmyurl.com";"";"";15;
2;425;1;"unshorten.it";"";"";"unshorten.it";"";"";12;
2;426;1;"urlex.org";"";"";"urlex.org";"";"";9;
2;427;1;"https://www.treccani.it/enciclopedia/accento-grave-e-acuto_(Enciclopedia-dell’Italiano)";"https://";"www";"treccani.it";"enciclopedia/accento-grave-e-acuto_(Enciclopedia-dell’Italiano)";"";87;
2;428;1;"https://iol.unibo.it/";"https://";"";"iol.unibo.it";"";"";21;
2;429;1;"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3039505##";"https://";"";"papers.ssrn.com";"sol3/papers.cfm?abstract_id=3039505";"#";61;
2;430;1;"https://dx.doi.org/10.2139/ssrn.3039505";"https://";"";"dx.doi.org";"10.2139/ssrn.3039505";"";39;
2;431;1;"tinyurl.com/2p94pdwm";"https://";"";"tinyurl.com";"2p94pdwm";"";20;
2;432;1;"https://www.nature.com/articles/nature.2017.22656";"https://";"www";"nature.com";"articles/nature.2017.22656";"";49;
2;433;1;"https://gutenberg.org/cache/epub/27045/pg27045.html";"https://";"";"gutenberg.org";"cache/epub/27045/pg27045.html";"";51;
2;434;1;"https://www.repubblica.it/online/cultura_scienze/libri/libri/libri.html?ref=search";"https://";"www";"repubblica.it";"online/cultura_scienze/libri/libri/libri.html?ref=search";"";82;
2;435;1;"https://www.adamoli.org/progetto-ocr/index.html";"https://";"www";"adamoli.org";"progetto-ocr/index.html";"";47;
2;436;1;"https://www.treccani.it/lingua_italiana/speciali/chiaro_scuro/Carrada.html";"https://";"www";"treccani.it";"lingua_italiana/speciali/chiaro_scuro/Carrada.html";"";74;
2;437;1;"https://oaj.fupress.net/index.php/formare/article/view/3521";"https://";"";"oaj.fupress.net";"index.php/formare/article/view/3521";"";59;
2;438;1;"https://www.ft.com/content/53d3096a-f792-11e3-90fa-00144feabdc0";"https://";"www";"ft.com";"content/53d3096a-f792-11e3-90fa-00144feabdc0";"";63;
2;439;1;"https://harpers.org/app/";"https://";"";"harpers.org";"app/";"";24;
2;440;1;"tinyurl.com/yt6c9rvx";"https://";"";"tinyurl.com";"yt6c9rvx";"";20;
2;441;1;"https://www.istat.it/it/files/2017/12/Report_EditoriaLettura.pdf";"https://";"www";"istat.it";"it/files/2017/12/Report_EditoriaLettura.pdf";"";64;
2;442;1;"https://www.istat.it/it/files/2022/02/REPORT_PRODUZIONE_E_LETTURA_LIBRI_2020.pdf";"https://";"www";"istat.it";"it/files/2022/02/REPORT_PRODUZIONE_E_LETTURA_LIBRI_2020.pdf";"";80;
2;443;1;"tinyurl.com/bdfsp2jj";"https://";"";"tinyurl.com";"bdfsp2jj";"";20;
2;444;1;"https://archiviodistatotorino.beniculturali.it/strumenti/archivio-storico-la-stampa/";"https://";"";"archiviodistatotorino.beniculturali.it";"strumenti/archivio-storico-la-stampa/";"";84;
2;445;1;"archivio.unita.news";"";"";"archivio.unita.news";"";"";19;
2;446;1;"periodici.librari.beniculturali.it";"";"";"periodici.librari.beniculturali.it";"";"";34;
2;447;1;"pirandellonazionale.it";"";"";"pirandellonazionale.it";"";"";22;
2;448;1;"https://palareti.eu/storia-suddivisioni-territoriali/siti-cartografia-storica.html";"https://";"";"palareti.eu";"storia-suddivisioni-territoriali/siti-cartografia-storica.html";"";82;
2;449;1;"https://euratlas.net/Roma/regiones.htm";"https://";"";"euratlas.net";"Roma/regiones.htm";"";38;
2;450;1;"https://it.wikipedia.org/wiki/Le_piante_di_Roma";"https://";"";"it.wikipedia.org";"wiki/Le_piante_di_Roma";"";47;
2;451;1;"https://books.google.it/books?id=H9ELAAAAYAAJ";"https://";"";"books.google.it";"books?id=H9ELAAAAYAAJ";"";45;
2;452;1;"https://gutenberg.org/files/17124/17124-h/images/italaeseptentrionis.jpg";"https://";"";"gutenberg.org";"files/17124/17124-h/images/italaeseptentrionis.jpg";"";72;
2;453;1;"https://gutenberg.org/files/17124/17124-h/images/italaemedia.jpg";"https://";"";"gutenberg.org";"files/17124/17124-h/images/italaemedia.jpg";"";64;
2;454;1;"https://gutenberg.org/files/17124/17124-h/images/italaemeridionalis.jpg";"https://";"";"gutenberg.org";"files/17124/17124-h/images/italaemeridionalis.jpg";"";71;
2;455;1;"ftp://host-85-37-108-166.business.telecomitalia.it/Museo%20Archeologico/Tesi%20carta%20archeologica%202013.pdf";"ftp://";"";"host-85-37-108-166.business.telecomitalia.it";"Museo%20Archeologico/Tesi%20carta%20archeologica%202013.pdf";"";110;
2;456;1;"tinyurl.com/5xs2zwc9";"https://";"";"tinyurl.com";"5xs2zwc9";"";20;
2;457;1;"https://www.treccani.it/enciclopedia/lombardia";"https://";"www";"treccani.it";"enciclopedia/lombardia";"";46;
2;458;1;"https://it.wikipedia.org/wiki/Note_tironiane";"https://";"";"it.wikipedia.org";"wiki/Note_tironiane";"";44;
2;459;1;"https://en.wikipedia.org/wiki/Dž";"https://";"";"en.wikipedia.org";"wiki/Dž";"";32;
2;460;1;"https://it.wikipedia.org/wiki/Traslitterazione";"https://";"";"it.wikipedia.org";"wiki/Traslitterazione";"";46;
2;461;1;"https://it.wikipedia.org/wiki/Trascrizione";"https://";"";"it.wikipedia.org";"wiki/Trascrizione";"";42;
2;462;1;"https://en.wikipedia.org/wiki/International_Phonetic_Alphabet";"https://";"";"en.wikipedia.org";"wiki/International_Phonetic_Alphabet";"";61;
2;463;1;"https://www.internationalphoneticassociation.org/content/full-ipa-chart";"https://";"www";"internationalphoneticassociation.org";"content/full-ipa-chart";"";71;
2;464;1;"https://en.wikipedia.org/wiki/ISO_639-1";"https://";"";"en.wikipedia.org";"wiki/ISO_639-1";"";39;
2;465;1;"iso639-3.sil.org";"";"";"iso639-3.sil.org";"";"";16;
2;466;1;"https://www.sil.org/about";"https://";"www";"sil.org";"about";"";25;
2;467;1;"https://www.rfc-editor.org/rfc/rfc5646.html";"https://";"www";"rfc-editor.org";"rfc/rfc5646.html";"";43;
2;468;1;"https://www.rfc-editor.org/rfc/rfc5645.html";"https://";"www";"rfc-editor.org";"rfc/rfc5645.html";"";43;
2;469;1;"https://en.wikipedia.org/wiki/IETF_language_tag";"https://";"";"en.wikipedia.org";"wiki/IETF_language_tag";"";47;
2;470;1;"https://it.wikipedia.org/wiki/Internet_Engineering_Task_Force";"https://";"";"it.wikipedia.org";"wiki/Internet_Engineering_Task_Force";"";61;
2;471;1;"https://en.wikipedia.org/wiki/ISO_15924";"https://";"";"en.wikipedia.org";"wiki/ISO_15924";"";39;
2;472;1;"https://en.wikipedia.org/wiki/Moldovan_language";"https://";"";"en.wikipedia.org";"wiki/Moldovan_language";"";47;
2;473;1;"cldr.unicode.org";"";"";"cldr.unicode.org";"";"";16;
2;474;1;"https://en.wikipedia.org/wiki/Common_Locale_Data_Repository";"https://";"";"en.wikipedia.org";"wiki/Common_Locale_Data_Repository";"";59;
2;475;1;"tinyurl.com/4rfktcd9";"https://";"";"tinyurl.com";"4rfktcd9";"";20;
2;476;1;"tinyurl.com/4e42mbrw";"https://";"";"tinyurl.com";"4e42mbrw";"";20;
2;477;1;"tinyurl.com/y6d5ys3u";"https://";"";"tinyurl.com";"y6d5ys3u";"";20;
2;478;1;"tinyurl.com/4x7dthwv";"https://";"";"tinyurl.com";"4x7dthwv";"";20;
2;479;1;"tinyurl.com/5n7hpm57";"https://";"";"tinyurl.com";"5n7hpm57";"";20;
2;480;1;"https://it.wikipedia.org/wiki/Nome_di_dominio";"https://";"";"it.wikipedia.org";"wiki/Nome_di_dominio";"";45;
2;481;1;"https://it.wikipedia.org/wiki/Dominio_di_primo_livello";"https://";"";"it.wikipedia.org";"wiki/Dominio_di_primo_livello";"";54;
2;482;1;"https://it.wikipedia.org/wiki/Dominio_di_primo_livello_nazionale";"https://";"";"it.wikipedia.org";"wiki/Dominio_di_primo_livello_nazionale";"";64;
2;483;1;"https://en.wikipedia.org/wiki/ISO_3166-3";"https://";"";"en.wikipedia.org";"wiki/ISO_3166-3";"";40;
2;484;1;"https://it.wikipedia.org/wiki/Nomenclatura_delle_unità_territoriali_statistiche";"https://";"";"it.wikipedia.org";"wiki/Nomenclatura_delle_unità_territoriali_statistiche";"";79;
2;485;1;"https://it.wikipedia.org/wiki/Unità_amministrativa_locale";"https://";"";"it.wikipedia.org";"wiki/Unità_amministrativa_locale";"";57;
2;486;1;"https://www.istat.it/it/archivio/6747";"https://";"www";"istat.it";"it/archivio/6747";"";37;
2;487;1;"https://it.wikipedia.org/wiki/Provincia_(Italia)";"https://";"";"it.wikipedia.org";"wiki/Provincia_(Italia)";"";48;
2;488;1;"https://sister.agenziaentrate.gov.it/CitizenArCom/InitForm.do?ric=report";"https://";"";"sister.agenziaentrate.gov.it";"CitizenArCom/InitForm.do?ric=report";"";72;
2;489;1;"https://en.wikipedia.org/wiki/International_Territorial_Level";"https://";"";"en.wikipedia.org";"wiki/International_Territorial_Level";"";61;
2;490;1;"https://www.iso.org/standard/70907.html";"https://";"www";"iso.org";"standard/70907.html";"";39;
2;491;1;"https://www.iso.org/standard/70908.html";"https://";"www";"iso.org";"standard/70908.html";"";39;
2;492;1;"https://en.wikipedia.org/wiki/ISO_8601";"https://";"";"en.wikipedia.org";"wiki/ISO_8601";"";38;
2;493;1;"tinyurl.com/cd65sh64";"https://";"";"tinyurl.com";"cd65sh64";"";20;
2;494;1;"tinyurl.com/54r6y9s9";"https://";"";"tinyurl.com";"54r6y9s9";"";20;
2;495;1;"tinyurl.com/ms86h8s2";"https://";"";"tinyurl.com";"ms86h8s2";"";20;
2;496;1;"https://en.wikipedia.org/wiki/Adoption_of_the_Gregorian_calendar";"https://";"";"en.wikipedia.org";"wiki/Adoption_of_the_Gregorian_calendar";"";64;
2;497;1;"https://en.wikipedia.org/wiki/Coordinated_Universal_Time";"https://";"";"en.wikipedia.org";"wiki/Coordinated_Universal_Time";"";56;
2;498;1;"tinyurl.com/2bm63p2u";"https://";"";"tinyurl.com";"2bm63p2u";"";20;
2;499;1;"https://en.wikipedia.org/wiki/Greenwich_Mean_Time";"https://";"";"en.wikipedia.org";"wiki/Greenwich_Mean_Time";"";49;
2;500;1;"https://powerfromthesun.net/calculators/LocalToSolarTime.html";"https://";"";"powerfromthesun.net";"calculators/LocalToSolarTime.html";"";61;
2;501;1;"https://it.wikipedia.org/wiki/Roma";"https://";"";"it.wikipedia.org";"wiki/Roma";"";34;
2;502;1;"https://www.rfc-editor.org/info/bcp47";"https://";"www";"rfc-editor.org";"info/bcp47";"";37;
2;503;1;"https://www.treccani.it/enciclopedia/indizione_(EnciclopediaItaliana)/";"https://";"www";"treccani.it";"enciclopedia/indizione_(EnciclopediaItaliana)/";"";71;
2;504;1;"https://it.wikipedia.org/wiki/Indizione";"https://";"";"it.wikipedia.org";"wiki/Indizione";"";39;
2;505;1;"tinyurl.com/2k79bvch";"https://";"";"tinyurl.com";"2k79bvch";"";20;
2;506;1;"tinyurl.com/bdduv4m5";"https://";"";"tinyurl.com";"bdduv4m5";"";20;
2;507;1;"https://it.wikipedia.org/wiki/Trattato_di_Rapallo_(1920)";"https://";"";"it.wikipedia.org";"wiki/Trattato_di_Rapallo_(1920)";"";56;
2;508;1;"https://it.wikipedia.org/wiki/Trattato_di_Roma_(1924)";"https://";"";"it.wikipedia.org";"wiki/Trattato_di_Roma_(1924)";"";53;
2;509;1;"tinyurl.com/54uyv8f6";"https://";"";"tinyurl.com";"54uyv8f6";"";20;
2;510;1;"https://archiviostorico.gruppotim.it/it/densità-telefonica-nelle-province-italiane-nel-1968";"https://";"";"archiviostorico.gruppotim.it";"it/densità-telefonica-nelle-province-italiane-nel-1968";"";91;
2;511;1;"https://archiviostorico.gruppotim.it/it/conquista-del-territorio-nazionale-comuni-frazioni";"https://";"";"archiviostorico.gruppotim.it";"it/conquista-del-territorio-nazionale-comuni-frazioni";"";90;
2;512;1;"tinyurl.com/39axaa8n";"https://";"";"tinyurl.com";"39axaa8n";"";20;
2;513;1;"tinyurl.com/2st5xn89";"https://";"";"tinyurl.com";"2st5xn89";"";20;
2;514;1;"https://www.treccani.it/enciclopedia/commutazione";"https://";"www";"treccani.it";"enciclopedia/commutazione";"";49;
2;515;1;"https://it.wikipedia.org/wiki/Commutazione_di_pacchetto";"https://";"";"it.wikipedia.org";"wiki/Commutazione_di_pacchetto";"";55;
2;516;1;"https://www.treccani.it/enciclopedia/urbanizzazione";"https://";"www";"treccani.it";"enciclopedia/urbanizzazione";"";51;
2;517;1;"https://www.treccani.it/enciclopedia/urbanizzazione_(Enciclopedia-delle-scienze-sociali)";"https://";"www";"treccani.it";"enciclopedia/urbanizzazione_(Enciclopedia-delle-scienze-sociali)";"";88;
2;518;1;"postmetropoli.it";"";"";"postmetropoli.it";"";"";16;
2;519;1;"https://www.provinceditalia.it/levoluzione-demografica-delle-province-dal-1861-a-oggi/";"https://";"www";"provinceditalia.it";"levoluzione-demografica-delle-province-dal-1861-a-oggi/";"";86;
2;520;1;"https://www.sciencedaily.com/releases/2007/05/070525000642.htm";"https://";"www";"sciencedaily.com";"releases/2007/05/070525000642.htm";"";62;
2;521;1;"tinyurl.com/ydndx83y";"https://";"";"tinyurl.com";"ydndx83y";"";20;
2;522;1;"tinyurl.com/4hwe46y8";"https://";"";"tinyurl.com";"4hwe46y8";"";20;
2;523;1;"https://www.treccani.it/enciclopedia/provincia_(Enciclopedia-Italiana)";"https://";"www";"treccani.it";"enciclopedia/provincia_(Enciclopedia-Italiana)";"";70;
2;524;1;"https://it.wikipedia.org/wiki/Libero_consorzio_comunale";"https://";"";"it.wikipedia.org";"wiki/Libero_consorzio_comunale";"";55;
2;525;1;"https://it.wikipedia.org/wiki/Unione_Territoriale_Intercomunale";"https://";"";"it.wikipedia.org";"wiki/Unione_Territoriale_Intercomunale";"";63;
2;526;1;"https://www.ageiweb.it/geotema/wp-content/uploads/2019/04/57_17_ZILLI.pdf";"https://";"www";"ageiweb.it";"geotema/wp-content/uploads/2019/04/57_17_ZILLI.pdf";"";73;
2;527;1;"https://it.wikipedia.org/wiki/Ente_di_decentramento_regionale";"https://";"";"it.wikipedia.org";"wiki/Ente_di_decentramento_regionale";"";61;
2;528;1;"tinyurl.com/2p89ru7c";"https://";"";"tinyurl.com";"2p89ru7c";"";20;
2;529;1;"tinyurl.com/49hxdaxu";"https://";"";"tinyurl.com";"49hxdaxu";"";20;
2;530;1;"http://societageografica.net/images/stories/eventi/convegni/08_03_2013_.pdf";"http://";"";"societageografica.net";"images/stories/eventi/convegni/08_03_2013_.pdf";"";75;
2;531;1;"https://www.treccani.it/magazine/diritto/enciclopedia_giuridica/indici/giuridica.html";"https://";"www";"treccani.it";"magazine/diritto/enciclopedia_giuridica/indici/giuridica.html";"";85;
4;532;1;"http://geo.regione.emilia-romagna.it/schede/castelli/index.jsp";"http://";"";"geo.regione.emilia-romagna.it";"schede/castelli/index.jsp";"";62;
4;533;1;"https://palareti.eu/storiaviaemilia/index.html";"https://";"";"palareti.eu";"storiaviaemilia/index.html";"";46;
